CLASS,STNO,STnu,FLATPOSN,STNAME,POSTCODE,MONTH OF SALE,YEAR OF SALE (CALENDAR),YEAR OF SALE (BUSINESS),MONTH AND YEAR,QUARTER_(CALENDAR),ACTUAL PRICE AT POINT OF SALE,RPI,DEFLATOR,PRICE CONSTANT AT July 2013,ORIGINOFBUY,OMIT OR USE,NEWBUILD OR RESALE,LHF
R,110,,01-Apr,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,130000,217.9,1.145938504,148972.01,CUMBERNAULD,Use,NEW,East Centre and Calton
R,110,,02-Feb,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,125000,217.9,1.145938504,143242.31,GLASGOW,Use,NEW,East Centre and Calton
R,110,,02-Apr,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,132000,217.9,1.145938504,151263.88,HOUSTON,Use,NEW,East Centre and Calton
R,110,,02-May,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,122000,217.9,1.145938504,139804.5,BRUNEI,Use,NEW,East Centre and Calton
R,110,,04-Feb,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,125000,217.9,1.145938504,143242.31,CUMNOCK,Use,NEW,East Centre and Calton
R,110,,04-Mar,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,140000,217.9,1.145938504,160431.39,HOUSTON,Use,NEW,East Centre and Calton
R,110,,04-Apr,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,137000,217.9,1.145938504,156993.58,WESTHILL,Use,NEW,East Centre and Calton
R,110,,04-May,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,125000,217.9,1.145938504,143242.31,CUMNOCK,Use,NEW,East Centre and Calton
R,110,,05-Feb,"BELL ST,THE MERCHANT BUIL",G4 0AN,1,2010,2009/2010,2010-01-01,2010 Q1,131000,217.9,1.145938504,150117.94,BISHOPBRIGGS,Use,NEW,East Centre and Calton
R,1,,G/R,"BELVIDERE GATE,BELVIDERE VILL",G31 4QJ,1,2010,2009/2010,2010-01-01,2010 Q1,73000,217.9,1.145938504,83653.51,GLASGOW,Use,NEW,East Centre and Calton
R,37,,,"BIRCHFIELD DR,QUEEN VICTOR",G14 9FG,1,2010,2009/2010,2010-01-01,2010 Q1,190000,217.9,1.145938504,217728.32,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,43,,,"BIRCHFIELD DR,QUEEN VICTOR",G14 9FG,1,2010,2009/2010,2010-01-01,2010 Q1,149996,217.9,1.145938504,171886.19,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,11,,,"BLACKHILL CRES,THE GRANGE",G23 5NF,1,2010,2009/2010,2010-01-01,2010 Q1,250000,217.9,1.145938504,286484.63,DUMBARTON,Use,NEW,Maryhill Kelvin and Canal
R,18,,,"BLACKHILL CRES,THE GRANGE",G23 5NF,1,2010,2009/2010,2010-01-01,2010 Q1,209995,217.9,1.145938504,240641.36,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,20,,,"BLACKHILL CRES,THE GRANGE",G23 5NF,1,2010,2009/2010,2010-01-01,2010 Q1,209995,217.9,1.145938504,240641.36,BEARSDEN,Use,NEW,Maryhill Kelvin and Canal
R,2,,G/L,"CHESTERFIELD GDNS,GAINSBOR",G12 0BF,1,2010,2009/2010,2010-01-01,2010 Q1,249995,217.9,1.145938504,286478.9,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,89,,,"COOK ST,WESTBRIDGE GDNS",G5 8JN,1,2010,2009/2010,2010-01-01,2010 Q1,137500,217.9,1.145938504,157566.54,GLASGOW,Use,NEW,Govan and Craigton
R,97,,02-Jan,"COOK ST,WESTBRIDGE GDNS",G5 8JN,1,2010,2009/2010,2010-01-01,2010 Q1,189000,217.9,1.145938504,216582.38,NEWTON MEARNS,Use,NEW,Govan and Craigton
R,105,,,"COOK ST,WESTBRIDGE GDNS",G5 8JN,1,2010,2009/2010,2010-01-01,2010 Q1,137500,217.9,1.145938504,157566.54,HAMILTON,Use,NEW,Govan and Craigton
R,27,,,"CORTMALAW AVE,CAMPSIE MEAD",G33 1TE,1,2010,2009/2010,2010-01-01,2010 Q1,249000,217.9,1.145938504,285338.69,GLASGOW,Use,NEW,Springburn
R,76,,,CORTMALAW CRES,G33 1TB,1,2010,2009/2010,2010-01-01,2010 Q1,245000,217.9,1.145938504,280754.93,MILTON OF CAMPSIE,Use,NEW,Springburn
R,39,,,"CORTMALAW GATE,WALLACEFIELD",G33 1TH,1,2010,2009/2010,2010-01-01,2010 Q1,409000,217.9,1.145938504,468688.85,GLASGOW,Use,NEW,Springburn
R,41,,,"CORTMALAW GATE,WALLACEFIELD",G33 1TH,1,2010,2009/2010,2010-01-01,2010 Q1,406000,217.9,1.145938504,465251.03,BISHOPBRIGGS,Use,NEW,Springburn
R,32,,,"CRAIGENDMUIR ST,NEWFIELDS",G33 1NH,1,2010,2009/2010,2010-01-01,2010 Q1,125995,217.9,1.145938504,144382.52,GLASGOW,Use,NEW,Springburn
R,39,,,"CRAIGIEVAR AVE,THE BEECHES",G33 5DF,1,2010,2009/2010,2010-01-01,2010 Q1,141000,217.9,1.145938504,161577.33,GLASGOW,Use,NEW,Baillieston Shettleston
R,41,,,"CRAIGIEVAR AVE,THE BEECHES",G33 5DF,1,2010,2009/2010,2010-01-01,2010 Q1,134100,217.9,1.145938504,153670.35,GLASGOW,Use,NEW,Baillieston Shettleston
R,57,,,"CRAIGIEVAR AVE,THE BEECHES",G33 5DF,1,2010,2009/2010,2010-01-01,2010 Q1,165000,217.9,1.145938504,189079.85,GLASGOW,Use,NEW,Baillieston Shettleston
R,49,,01-Jan,"DERBY ST,PARK RESIDENCES",G3 7TU,1,2010,2009/2010,2010-01-01,2010 Q1,245000,217.9,1.145938504,280754.93,NEWTON MEARNS,Use,NEW,Central and West
R,49,,01-Mar,"DERBY ST,PARK RESIDENCES",G3 7TU,1,2010,2009/2010,2010-01-01,2010 Q1,199000,217.9,1.145938504,228041.76,BARGEDDIE,Use,NEW,Central and West
R,189,,03-Jan,"DUMBARTON RD,WEST 11",G11 6AA,1,2010,2009/2010,2010-01-01,2010 Q1,209000,217.9,1.145938504,239501.15,BISHOPBRIGGS,Use,NEW,Central and West
R,25,,,"FAULDHOUSE WAY,RICHMOND GATE",G5 0JB,1,2010,2009/2010,2010-01-01,2010 Q1,159995,217.9,1.145938504,183344.43,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,29,,,"FAULDHOUSE WAY,RICHMOND GATE",G5 0JB,1,2010,2009/2010,2010-01-01,2010 Q1,150000,217.9,1.145938504,171890.78,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,35,,,"FAULDHOUSE WAY,RICHMOND GATE",G5 0JB,1,2010,2009/2010,2010-01-01,2010 Q1,174995,217.9,1.145938504,200533.51,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,66C,,,GREAT GEORGE ST,G12 8RP,1,2010,2009/2010,2010-01-01,2010 Q1,242550,217.9,1.145938504,277947.38,HARDGATE,Use,NEW,Central and West
R,103,,F41,"HUTCHESON ST,THE PALAZZO",G1 1SN,1,2010,2009/2010,2010-01-01,2010 Q1,230000,217.9,1.145938504,263565.86,WESTHILL,Use,NEW,Central and West
R,103,,F51,"HUTCHESON ST,THE PALAZZO",G1 1SN,1,2010,2009/2010,2010-01-01,2010 Q1,147950,217.9,1.145938504,169541.6,FALKIRK,Use,NEW,Central and West
R,103,,F55,"HUTCHESON ST,THE PALAZZO",G1 1SN,1,2010,2009/2010,2010-01-01,2010 Q1,196000,217.9,1.145938504,224603.95,,Use,NEW,Central and West
R,103,,F58,"HUTCHESON ST,THE PALAZZO",G1 1SN,1,2010,2009/2010,2010-01-01,2010 Q1,161000,217.9,1.145938504,184496.1,LINLITHGOW,Use,NEW,Central and West
R,103,,F59,"HUTCHESON ST,THE PALAZZO",G1 1SN,1,2010,2009/2010,2010-01-01,2010 Q1,189000,217.9,1.145938504,216582.38,GEORGETOWN,Use,NEW,Central and West
R,103,,F63,"HUTCHESON ST,THE PALAZZO",G1 1SN,1,2010,2009/2010,2010-01-01,2010 Q1,210000,217.9,1.145938504,240647.09,THE NETHERLANDS,Use,NEW,Central and West
R,3,,,"KELVINDALE CT,KELVINDALE G",G12 0JG,1,2010,2009/2010,2010-01-01,2010 Q1,250000,217.9,1.145938504,286484.63,CLYDEBANK,Use,NEW,Maryhill Kelvin and Canal
R,7,,,"KELVINDALE CT,KLEVINDALE G",G12 0JG,1,2010,2009/2010,2010-01-01,2010 Q1,250000,217.9,1.145938504,286484.63,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,170,,03-Feb,"KELVINHAUGH ST,ARTISAN AP",G3 8PR,1,2010,2009/2010,2010-01-01,2010 Q1,180000,217.9,1.145938504,206268.93,GLASGOW,Use,NEW,Central and West
R,60,,02-Feb,"LOCHLEVEN RD,THE ARK",G42 9JU,1,2010,2009/2010,2010-01-01,2010 Q1,112000,217.9,1.145938504,128345.11,GLASGOW,Use,NEW,Langside and Linn
R,60,,02-Mar,"LOCHLEVEN RD,THE ARK",G42 9JU,1,2010,2009/2010,2010-01-01,2010 Q1,150000,217.9,1.145938504,171890.78,NEWTON MEARNS,Use,NEW,Langside and Linn
R,90,,1/R,"LONDON RD,THE MERK BUILDING",G1 5DE,1,2010,2009/2010,2010-01-01,2010 Q1,128000,217.9,1.145938504,146680.13,MUIRKIRK,Use,NEW,East Centre and Calton
R,90,,2/R,"LONDON RD,THE MERK BUILDING",G1 5DE,1,2010,2009/2010,2010-01-01,2010 Q1,133000,217.9,1.145938504,152409.82,CHAPELHALL,Use,NEW,East Centre and Calton
R,90,,5/L,"LONDON RD,THE MERK BUILDING",G1 5DE,1,2010,2009/2010,2010-01-01,2010 Q1,142000,217.9,1.145938504,162723.27,GLASGOW,Use,NEW,East Centre and Calton
R,90,,G/R,"LONDON RD,THE MERK BUILDING",G1 5DE,1,2010,2009/2010,2010-01-01,2010 Q1,129000,217.9,1.145938504,147826.07,ROSEMARKIE,Use,NEW,East Centre and Calton
R,92,,G/R,"LONDON RD,THE MERK BUILDING",G1 5DE,1,2010,2009/2010,2010-01-01,2010 Q1,128000,217.9,1.145938504,146680.13,GLASGOW,Use,NEW,East Centre and Calton
R,350,,15-Jan,MEADOWSIDE QUAY WALK,G11 6DT,1,2010,2009/2010,2010-01-01,2010 Q1,297500,217.9,1.145938504,340916.7,THORNLIEBANK,Use,NEW,Central and West
