CLASS,STNO,STnu,FLATPOSN,STNAME,POSTCODE,MONTH OF SALE,YEAR OF SALE (CALENDAR),YEAR OF SALE (BUSINESS),MONTH AND YEAR,QUARTER_(CALENDAR),ACTUAL PRICE AT POINT OF SALE,RPI,DEFLATOR,PRICE CONSTANT AT July 2013,ORIGINOFBUY,OMIT OR USE,NEWBUILD OR RESALE,LHF
R,,,,SPRINGHILL,G69,1,1992,1991/1992,1992-01-01,1992 Q1,29850,135.6,1.841445428,54967.15,GLASGOW,Use,NEW,Baillieston Shettleston
R,,,,SPRINGHILL,G69,1,1992,1991/1992,1992-01-01,1992 Q1,62250,135.6,1.841445428,114629.98,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,8,,,"BARONY GDNS,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,81995,135.6,1.841445428,150989.32,GLASGOW,Use,NEW,Baillieston Shettleston
R,17,,,"QUEENSBY DR,SPRINGHILL FARM",g69 6pt,1,1992,1991/1992,1992-01-01,1992 Q1,83995,135.6,1.841445428,154672.21,GLASGOW,Use,NEW,Baillieston Shettleston
R,49,,,"BARONY DR,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,62495,135.6,1.841445428,115081.13,STEPPS,Use,NEW,Baillieston Shettleston
R,24,,,"BARONY DR,THE HAWTHORNS",g69 6tn,1,1992,1991/1992,1992-01-01,1992 Q1,104995,135.6,1.841445428,193342.56,GLASGOW,Use,NEW,Baillieston Shettleston
R,17,,,"BARONY GDNS,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,60995,135.6,1.841445428,112318.96,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,60,,,"SWINTON AVE,ROWANBANK",G69,1,1992,1991/1992,1992-01-01,1992 Q1,67495,135.6,1.841445428,124288.36,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,12,,,"BARONY GDNS,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,95995,135.6,1.841445428,176769.55,GLASGOW,Use,NEW,Baillieston Shettleston
R,38,,,"BARONY DR,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,59045,135.6,1.841445428,108728.15,GLASGOW,Use,NEW,Baillieston Shettleston
R,9,,,MANSIONHOUSE GR,G32,1,1992,1991/1992,1992-01-01,1992 Q1,122455,135.6,1.841445428,225494.2,GLASGOW,Use,NEW,Baillieston Shettleston
R,80,,,"QUEENSBY RD,SPRINGHILL FARM",G69,1,1992,1991/1992,1992-01-01,1992 Q1,49995,135.6,1.841445428,92063.06,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,,,,RHINDMUIR RD,G69,1,1992,1991/1992,1992-01-01,1992 Q1,79250,135.6,1.841445428,145934.55,GARROWHILL,Use,NEW,Baillieston Shettleston
R,,,,BEECHCROFT MEADOWS,G69,1,1992,1991/1992,1992-01-01,1992 Q1,45900,135.6,1.841445428,84522.35,GLASGOW,Use,NEW,Baillieston Shettleston
R,,,,BEECHCROFT MEADOWS,G69,1,1992,1991/1992,1992-01-01,1992 Q1,43780,135.6,1.841445428,80618.48,GLASGOW,Use,NEW,Baillieston Shettleston
R,,,,RHINDMUIR RD,G69,1,1992,1991/1992,1992-01-01,1992 Q1,80622,135.6,1.841445428,148461.01,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,,,,SPRINGHILL,G69,1,1992,1991/1992,1992-01-01,1992 Q1,80750,135.6,1.841445428,148696.72,GLASGOW,Use,NEW,Baillieston Shettleston
R,18,,,"BARONY DR,THE HAWTHORNS",g69 6tn,1,1992,1991/1992,1992-01-01,1992 Q1,43695,135.6,1.841445428,80461.96,GLASGOW,Use,NEW,Baillieston Shettleston
R,45,,,"BARONY DR,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,70695,135.6,1.841445428,130180.98,GLASGOW,Use,NEW,Baillieston Shettleston
R,,,,SPRINGHILL,G69,1,1992,1991/1992,1992-01-01,1992 Q1,52750,135.6,1.841445428,97136.25,GLASGOW,Use,NEW,Baillieston Shettleston
R,,,,RHINDMUIR RD,G69,1,1992,1991/1992,1992-01-01,1992 Q1,80622,135.6,1.841445428,148461.01,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,,,,RHINDMUIR RD,G69,1,1992,1991/1992,1992-01-01,1992 Q1,81750,135.6,1.841445428,150538.16,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,,,,RHINDMUIR RD,G69,1,1992,1991/1992,1992-01-01,1992 Q1,80622,135.6,1.841445428,148461.01,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,3,,,"BARONY GDNS,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,105795,135.6,1.841445428,194815.72,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,10,,,"BARONY GDNS,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,95995,135.6,1.841445428,176769.55,GARROWHILL,Use,NEW,Baillieston Shettleston
R,51,,,"BARONY GDNS,THE HAWTHORNS",G69,1,1992,1991/1992,1992-01-01,1992 Q1,65995,135.6,1.841445428,121526.19,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,89,,,"SWINTON AVE,ROWANBANK",G69,1,1992,1991/1992,1992-01-01,1992 Q1,69250,135.6,1.841445428,127520.1,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,,,,SPRINGHILL,G69,1,1992,1991/1992,1992-01-01,1992 Q1,46600,135.6,1.841445428,85811.36,EAST KILBRIDE,Use,NEW,Baillieston Shettleston
R,,,,HYDE PARK,G21,1,1992,1991/1992,1992-01-01,1992 Q1,42500,135.6,1.841445428,78261.43,GLASGOW,Use,NEW,Springburn
R,16,,,PARSONAGE SQ,g4 0ta,1,1992,1991/1992,1992-01-01,1992 Q1,71500,135.6,1.841445428,131663.35,GLASGOW,Use,NEW,East Centre and Calton
R,,,,THE OVAL,G11,1,1992,1991/1992,1992-01-01,1992 Q1,88000,135.6,1.841445428,162047.2,GLASGOW,Use,NEW,Central and West
R,299,,,CLARKSTON RD,G44 3DT,1,1992,1991/1992,1992-01-01,1992 Q1,65000,135.6,1.841445428,119693.95,GLASGOW,Use,NEW,Langside and Linn
R,,,,GREENHOLME CT,G44,1,1992,1991/1992,1992-01-01,1992 Q1,53910,135.6,1.841445428,99272.32,GLASGOW,Use,NEW,Langside and Linn
R,130,,F2,CLYDE ST,g1 4lh,1,1992,1991/1992,1992-01-01,1992 Q1,76680,135.6,1.841445428,141202.04,EAST KILBRIDE,Use,NEW,Central and West
R,23G,,2/SE,VICTORIA CIRCUS,g12 9lb,1,1992,1991/1992,1992-01-01,1992 Q1,112130,135.6,1.841445428,206481.28,GLASGOW,Use,NEW,Central and West
R,,,,HYDE PARK,G21,1,1992,1991/1992,1992-01-01,1992 Q1,42500,135.6,1.841445428,78261.43,GLASGOW,Use,NEW,Springburn
R,,,,MONTPELLIER PARK,G20,1,1992,1991/1992,1992-01-01,1992 Q1,73000,135.6,1.841445428,134425.52,BILLERICAY,Use,NEW,Maryhill Kelvin and Canal
R,42,,F3,SPEIRS WHARF,G4,1,1992,1991/1992,1992-01-01,1992 Q1,75000,135.6,1.841445428,138108.41,,Use,NEW,Maryhill Kelvin and Canal
R,46,,F1,SPEIRS WHARF,g4 9th,1,1992,1991/1992,1992-01-01,1992 Q1,76000,135.6,1.841445428,139949.85,,Use,NEW,Maryhill Kelvin and Canal
R,,,,GREENHOLME CT,G44,1,1992,1991/1992,1992-01-01,1992 Q1,54010,135.6,1.841445428,99456.47,GLASGOW,Use,NEW,Langside and Linn
R,42,,,WEST GRAHAM ST,G4 9LH,1,1992,1991/1992,1992-01-01,1992 Q1,60200,135.6,1.841445428,110855.01,HARTLEPOOL,Use,NEW,Central and West
R,94,,,COLWOOD AVE,G53 7XS,1,1992,1991/1992,1992-01-01,1992 Q1,43000,135.6,1.841445428,79182.15,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,15,,,LETTERFEARN DR,G23,1,1992,1991/1992,1992-01-01,1992 Q1,68995,135.6,1.841445428,127050.53,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,80,,B/,QUEENS DR,G42 8BJ,1,1992,1991/1992,1992-01-01,1992 Q1,52000,135.6,1.841445428,95755.16,STORNOWAY,Use,NEW,Pollokshields and Southside Central
R,102,,M/D,QUEENS DR,G42 8BJ,1,1992,1991/1992,1992-01-01,1992 Q1,61750,135.6,1.841445428,113709.26,EAST KILBRIDE,Use,NEW,Pollokshields and Southside Central
R,7,,,IRIS AVE,g45 0ew,1,1992,1991/1992,1992-01-01,1992 Q1,43250,135.6,1.841445428,79642.51,GLASGOW,Use,NEW,Langside and Linn
R,17,,,IRIS AVE,G45,1,1992,1991/1992,1992-01-01,1992 Q1,36500,135.6,1.841445428,67212.76,GLASGOW,Use,NEW,Langside and Linn
R,4,,,ASTER DR,g45 0ep,1,1992,1991/1992,1992-01-01,1992 Q1,42750,135.6,1.841445428,78721.79,GLASGOW,Use,NEW,Langside and Linn
R,80,,3/,QUEENS DR,G42 8BJ,1,1992,1991/1992,1992-01-01,1992 Q1,72011,135.6,1.841445428,132604.33,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,57,,,CUMNOCK RD,G33,1,1992,1991/1992,1992-01-01,1992 Q1,97850,135.6,1.841445428,180185.44,GLASGOW,Use,NEW,Springburn
