CLASS,STNO,STnu,FLATPOSN,STNAME,POSTCODE,MONTH OF SALE,YEAR OF SALE (CALENDAR),YEAR OF SALE (BUSINESS),MONTH AND YEAR,QUARTER_(CALENDAR),ACTUAL PRICE AT POINT OF SALE,RPI,DEFLATOR,PRICE CONSTANT AT July 2013,ORIGINOFBUY,OMIT OR USE,NEWBUILD OR RESALE,LHF
R,23,,G/2,"DERMONTSIDE CLOSE,THE ROWANS",G53 7ZT,1,2011,2010/2011,2011-01-01,2011 Q1,123000,229,1.090393013,134118.34,PAISLEY,Use,NEW,Greater Pollok and Newlands Auldburn
R,38,,,"DERMONTSIDE CLOSE,THE ROWANS",G53 7ZT,1,2011,2010/2011,2011-01-01,2011 Q1,164500,229,1.090393013,179369.65,PAISLEY,Use,NEW,Greater Pollok and Newlands Auldburn
R,39,,,"DERMONTSIDE CLOSE,THE ROWANS",G53 7ZT,1,2011,2010/2011,2011-01-01,2011 Q1,148000,229,1.090393013,161378.17,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,99,,,"ELDER ST,PARK CT",G51 3NJ,1,2011,2010/2011,2011-01-01,2011 Q1,107500,229,1.090393013,117217.25,GLASGOW,Use,NEW,Govan and Craigton
R,101,,,"ELDER ST,PARK CT",G51 3NJ,1,2011,2010/2011,2011-01-01,2011 Q1,107500,229,1.090393013,117217.25,GLASGOW,Use,NEW,Govan and Craigton
R,113,,,"ELDER ST,PARK CT",G51 3NJ,1,2011,2010/2011,2011-01-01,2011 Q1,105000,229,1.090393013,114491.27,GLASGOW,Use,NEW,Govan and Craigton
R,335,,05-Feb,GLASGOW HARBOUR TERS,G11 6BN,1,2011,2010/2011,2011-01-01,2011 Q1,225000,229,1.090393013,245338.43,MONKTON,Use,NEW,Central and West
R,10,,02-Mar,"HAUGHVIEW TER,RICHMOND GA",G5 0HB,1,2011,2010/2011,2011-01-01,2011 Q1,135000,229,1.090393013,147203.06,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,135,,,"HAYBURN LANE,QUEENSBOROUGH",G12 9FD,1,2011,2010/2011,2011-01-01,2011 Q1,388000,229,1.090393013,423072.49,GLASGOW,Use,NEW,Central and West
R,143,,02-Jan,"HAYBURN LANE,QUEENSBOROUGH",G12 9FA,1,2011,2010/2011,2011-01-01,2011 Q1,286000,229,1.090393013,311852.4,GLASGOW,Use,NEW,Central and West
R,143,,05-Feb,"HAYBURN LANE,QUEENSBOROUGH",G12 9FA,1,2011,2010/2011,2011-01-01,2011 Q1,266000,229,1.090393013,290044.54,GLASGOW,Use,NEW,Central and West
R,39,,,"INCHOCH ST,THE BEECHES",G33 5DQ,1,2011,2010/2011,2011-01-01,2011 Q1,139000,229,1.090393013,151564.63,GLASGOW,Use,NEW,Baillieston Shettleston
R,6,,01-Feb,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,160000,229,1.090393013,174462.88,DURRIS,Use,NEW,Maryhill Kelvin and Canal
R,6,,01-Apr,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,225000,229,1.090393013,245338.43,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,6,,02-Jan,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,175000,229,1.090393013,190818.78,DUMBARTON,Use,NEW,Maryhill Kelvin and Canal
R,6,,02-Feb,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,170000,229,1.090393013,185366.81,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,6,,03-Jan,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,180000,229,1.090393013,196270.74,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,6,,G/1,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,161500,229,1.090393013,176098.47,GIFFNOCK,Use,NEW,Maryhill Kelvin and Canal
R,6,,G/2,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,150000,229,1.090393013,163558.95,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,6,,G/3,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,170000,229,1.090393013,185366.81,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,6,,G/4,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,225000,229,1.090393013,245338.43,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,25,,,"KELVINDALE CT,KELVINDALE G",G12 0HA,1,2011,2010/2011,2011-01-01,2011 Q1,275000,229,1.090393013,299858.08,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,6,,,"LOCHBURN GDNS,LOCHBURN GAT",G20 0SL,1,2011,2010/2011,2011-01-01,2011 Q1,131950,229,1.090393013,143877.36,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,33,,04-Feb,"LOCHBURN GATE,LOCHBURN GATE",G20 0SN,1,2011,2010/2011,2011-01-01,2011 Q1,154950,229,1.090393013,168956.4,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,33,,05-Jan,"LOCHBURN GATE,LOCHBURN GATE",G20 0SN,1,2011,2010/2011,2011-01-01,2011 Q1,154000,229,1.090393013,167920.52,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,1368,,03-Jan,"LONDON RD,BELVIDERE VILLAGE",G31 4QE,1,2011,2010/2011,2011-01-01,2011 Q1,99995,229,1.090393013,109033.85,GLASGOW,Use,NEW,East Centre and Calton
R,45,,03-Mar,"MITCHELL ST,VIENNA APARTM",G1 3LN,1,2011,2010/2011,2011-01-01,2011 Q1,122500,229,1.090393013,133573.14,CANADA,Use,NEW,Central and West
R,152,,,"NEWHOUSE RD,CROWN GDNS",G42 0EB,1,2011,2010/2011,2011-01-01,2011 Q1,140000,229,1.090393013,152655.02,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,164,,,"NEWHOUSE RD,CROWN GDNS",G42 0EB,1,2011,2010/2011,2011-01-01,2011 Q1,140000,229,1.090393013,152655.02,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,21,,01-Mar,"OSWALD ST,FUSION",G1 4PE,1,2011,2010/2011,2011-01-01,2011 Q1,95150,229,1.090393013,103750.9,MOTHERWELL,Use,NEW,Central and West
R,21,,07-Feb,"OSWALD ST,FUSION",G1 4PE,1,2011,2010/2011,2011-01-01,2011 Q1,80300,229,1.090393013,87558.56,NEWTON MEARNS,Use,NEW,Central and West
R,16,,,"PORCHESTER ST,THE BEECHES",G33 5BP,1,2011,2010/2011,2011-01-01,2011 Q1,120000,229,1.090393013,130847.16,GLASGOW,Use,NEW,Baillieston Shettleston
R,18,,,"PORCHESTER ST,THE BEECHES",G33 5BP,1,2011,2010/2011,2011-01-01,2011 Q1,132995,229,1.090393013,145016.82,GLASGOW,Use,NEW,Baillieston Shettleston
R,20,,,"PORCHESTER ST,THE BEECHES",G33 5BP,1,2011,2010/2011,2011-01-01,2011 Q1,125395,229,1.090393013,136729.83,PAISLEY,Use,NEW,Baillieston Shettleston
R,72-76,,01-Feb,QUEENS DR,G42 8BW,1,2011,2010/2011,2011-01-01,2011 Q1,280000,229,1.090393013,305310.04,EDINBURGH,Use,NEW,Pollokshields and Southside Central
R,10,,G/2,"RIGBY CRES,EASTFIELDS",G32 6FG,1,2011,2010/2011,2011-01-01,2011 Q1,109995,229,1.090393013,119937.78,GLASGOW,Use,NEW,East Centre and Calton
R,1,,01-Jan,ROYAL TER,G3 7NT,1,2011,2010/2011,2011-01-01,2011 Q1,330000,229,1.090393013,359829.69,KILMACOLM,Use,NEW,Central and West
R,12,,G/3,"STRACHUR CRES,STRACHUR WH",G22 6RB,1,2011,2010/2011,2011-01-01,2011 Q1,96300,229,1.090393013,105004.85,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,1,,06-Jan,"TEMPLETON CT,VERDE",G40 1EF,1,2011,2010/2011,2011-01-01,2011 Q1,220000,229,1.090393013,239886.46,,Use,NEW,East Centre and Calton
R,82,,08-Feb,"TEMPLETON ST,VERDE",G40 1EE,1,2011,2010/2011,2011-01-01,2011 Q1,220000,229,1.090393013,239886.46,,Use,NEW,East Centre and Calton
R,76,,,"TILLYCAIRN RD,THE GLEN",G33 5EH,1,2011,2010/2011,2011-01-01,2011 Q1,141000,229,1.090393013,153745.41,MOTHERWELL,Use,NEW,Baillieston Shettleston
R,7,,,WHEATLEY GDNS,G32 7JW,1,2011,2010/2011,2011-01-01,2011 Q1,125000,229,1.090393013,136299.13,GLASGOW,Use,NEW,Baillieston Shettleston
R,20A,,,"WHITEHAUGH RD,PARKLANDS",G53 7ZN,1,2011,2010/2011,2011-01-01,2011 Q1,155495,229,1.090393013,169550.66,CLARKSTON,Use,NEW,Greater Pollok and Newlands Auldburn
R,22A,,,"WHITEHAUGH RD,PARKLANDS",G53 7ZN,1,2011,2010/2011,2011-01-01,2011 Q1,158995,229,1.090393013,173367.04,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,24A,,,"WHITEHAUGH RD,PARKLANDS",G53 7ZN,1,2011,2010/2011,2011-01-01,2011 Q1,144955,229,1.090393013,158057.92,BARRHEAD,Use,NEW,Greater Pollok and Newlands Auldburn
R,44,,,"BRODIE DR,THE SIDINGS",G69 6FB,1,2011,2010/2011,2011-01-01,2011 Q1,180000,229,1.090393013,196270.74,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,101,,,"BRODIE DR,THE SIDINGS",G69 6FD,1,2011,2010/2011,2011-01-01,2011 Q1,157000,229,1.090393013,171191.7,CLYDEBANK,Use,NEW,Baillieston Shettleston
R,100,,,"BROOMHOUSE CRES,KEEPERS G",G71 7RE,1,2011,2010/2011,2011-01-01,2011 Q1,229000,229,1.090393013,249700,GLASGOW,Use,NEW,Baillieston Shettleston
R,78,,,"GREENOAKHILL CRES,THE AVES",G71 7PW,1,2011,2010/2011,2011-01-01,2011 Q1,184995,229,1.090393013,201717.26,UDDINGSTON,Use,NEW,Baillieston Shettleston
R,490,,04-May,"ARGYLE ST,THE ARGYLE BUIL",G2 8AJ,2,2011,2010/2011,2011-02-01,2011 Q1,118000,231.3,1.079550368,127386.94,ARDROSSAN,Use,NEW,Central and West
R,490,,07-Mar,"ARGYLE ST,THE ARGYLE BUIL",G2 8AJ,2,2011,2010/2011,2011-02-01,2011 Q1,137500,231.3,1.079550368,148438.18,AYR,Use,NEW,Central and West
R,490,,09-May,"ARGYLE ST,THE ARGYLE BUIL",G2 8AJ,2,2011,2010/2011,2011-02-01,2011 Q1,132500,231.3,1.079550368,143040.42,PETERHEAD,Use,NEW,Central and West
R,45,,,"BLACKHILL DR,THE GRANGE",G23 5NH,2,2011,2010/2011,2011-02-01,2011 Q1,236000,231.3,1.079550368,254773.89,CAMBUSLANG,Use,NEW,Maryhill Kelvin and Canal
R,41,,,"BLACKHILL GDNS,THE GRANGE",G23 5NE,2,2011,2010/2011,2011-02-01,2011 Q1,300000,231.3,1.079550368,323865.11,ELGIN,Use,NEW,Maryhill Kelvin and Canal
R,12,,01-Mar,"CHESTERFIELD GDNS,GAINSBOR",G12 0BF,2,2011,2010/2011,2011-02-01,2011 Q1,180796,231.3,1.079550368,195178.39,LARGS,Use,NEW,Maryhill Kelvin and Canal
R,88,,,"CORTMALAW CRES,WALLACEFIE",G33 1TB,2,2011,2010/2011,2011-02-01,2011 Q1,299950,231.3,1.079550368,323811.13,GLASGOW,Use,NEW,Springburn
R,45,,,"CRAIGENDMUIR ST,NEWFIELDS",G33 1LG,2,2011,2010/2011,2011-02-01,2011 Q1,138000,231.3,1.079550368,148977.95,GLASGOW,Use,NEW,Springburn
R,661,,01-Feb,"CUMBERNAULD RD,ALEXANDRA VI",G33 2EA,2,2011,2010/2011,2011-02-01,2011 Q1,116000,231.3,1.079550368,125227.84,GLASGOW,Use,NEW,East Centre and Calton
R,7,,,"FAULDHOUSE WAY,RICHMOND GATE",G5 0JB,2,2011,2010/2011,2011-02-01,2011 Q1,174950,231.3,1.079550368,188867.34,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,8,,G/1,"HAGGS GATE,THE GREEN",G41 4BB,2,2011,2010/2011,2011-02-01,2011 Q1,215000,231.3,1.079550368,232103.33,GIFFNOCK,Use,NEW,Greater Pollok and Newlands Auldburn
R,11,,01-Mar,HASTIE ST,G3 8AE,2,2011,2010/2011,2011-02-01,2011 Q1,180000,231.3,1.079550368,194319.07,GLASGOW,Use,NEW,Central and West
R,143,,01-Apr,"HAYBURN LANE,QUEENSBOROUGH",G12 9FA,2,2011,2010/2011,2011-02-01,2011 Q1,247000,231.3,1.079550368,266648.94,GLASGOW,Use,NEW,Central and West
R,143,,06-Feb,"HAYBURN LANE,QUEENSBOROUGH",G12 9FB,2,2011,2010/2011,2011-02-01,2011 Q1,276000,231.3,1.079550368,297955.9,GLASGOW,Use,NEW,Central and West
R,40,,03-Feb,"LOCHBURN GDNS,LOCHBURN GAT",G20 0SL,2,2011,2010/2011,2011-02-01,2011 Q1,134950,231.3,1.079550368,145685.32,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,55,,02-Jan,"MITCHELL ST,VIENNA APARTM",G1 3LN,2,2011,2010/2011,2011-02-01,2011 Q1,195000,231.3,1.079550368,210512.32,GLASGOW,Use,NEW,Central and West
R,55,,04-Jan,"MITCHELL ST,VIENNA APARTM",G1 3LN,2,2011,2010/2011,2011-02-01,2011 Q1,199500,231.3,1.079550368,215370.3,GLASGOW,Use,NEW,Central and West
R,567,,03-Feb,"OLD SHETTLESTON RD,WHEATLEY",G32 7JF,2,2011,2010/2011,2011-02-01,2011 Q1,89500,231.3,1.079550368,96619.76,CALDERCRUIX,Use,NEW,Baillieston Shettleston
R,567,,G/2,"OLD SHETTLESTON RD,WHEATLEY",G32 7JF,2,2011,2010/2011,2011-02-01,2011 Q1,85000,231.3,1.079550368,91761.78,BAILLIESTON,Use,NEW,Baillieston Shettleston
R,17,,05-Feb,"OSWALD ST,FUSION",G1 4PD,2,2011,2010/2011,2011-02-01,2011 Q1,77000,231.3,1.079550368,83125.38,PLAINS,Use,NEW,Central and West
R,19,,03-Feb,"OSWALD ST,FUSION",G1 4PD,2,2011,2010/2011,2011-02-01,2011 Q1,76000,231.3,1.079550368,82045.83,PLAINS,Use,NEW,Central and West
R,21,,01-Feb,"OSWALD ST,FUSION",G1 4PE,2,2011,2010/2011,2011-02-01,2011 Q1,70000,231.3,1.079550368,75568.53,PLAINS,Use,NEW,Central and West
R,21,,02-Feb,"OSWALD ST,FUSION",G1 4PE,2,2011,2010/2011,2011-02-01,2011 Q1,70500,231.3,1.079550368,76108.3,PLAINS,Use,NEW,Central and West
R,25,,02-Jan,PARK CIRCUS,G3 6AP,2,2011,2010/2011,2011-02-01,2011 Q1,725000,231.3,1.079550368,782674.02,KILMACOLM,Use,NEW,Central and West
R,2,,G/2,"SPRINGFIELD GDNS,THE PYRUS",G31 4JA,2,2011,2010/2011,2011-02-01,2011 Q1,87995,231.3,1.079550368,94995.03,BRISTOL,Use,NEW,East Centre and Calton
R,507,,4/M,"STOBCROSS ST,SKYLINE APAR",G3 8GJ,2,2011,2010/2011,2011-02-01,2011 Q1,100000,231.3,1.079550368,107955.04,EIRE,Use,NEW,Central and West
R,5,,03-Feb,STRATHCONA DR,G13 1JH,2,2011,2010/2011,2011-02-01,2011 Q1,149950,231.3,1.079550368,161878.58,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,7,,01-Mar,STRATHCONA DR,G13 1JY,2,2011,2010/2011,2011-02-01,2011 Q1,150000,231.3,1.079550368,161932.56,MALLAIG,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,25,,,WHEATLEY GDNS,G32 7JW,2,2011,2010/2011,2011-02-01,2011 Q1,132000,231.3,1.079550368,142500.65,CAMBUSLANG,Use,NEW,Baillieston Shettleston
R,74,,,"BROOMHOUSE CRES,KEEPERS G",G71 7RE,2,2011,2010/2011,2011-02-01,2011 Q1,230000,231.3,1.079550368,248296.58,GLASGOW,Use,NEW,Baillieston Shettleston
R,96,,,"BROOMHOUSE CRES,KEEPERS G",G71 7RE,2,2011,2010/2011,2011-02-01,2011 Q1,265000,231.3,1.079550368,286080.85,EDINBURGH,Use,NEW,Baillieston Shettleston
R,51,,,"GREENOAKHILL CRES,THE AVES",G71 7PW,2,2011,2010/2011,2011-02-01,2011 Q1,264995,231.3,1.079550368,286075.45,GLASGOW,Use,NEW,Baillieston Shettleston
R,36,,04-Jan,AFTON ST,G41 3BU,3,2011,2010/2011,2011-03-01,2011 Q1,343962,232.5,1.073978495,369407.79,,Use,NEW,Langside and Linn
R,36,,04-Mar,AFTON ST,G41 3BU,3,2011,2010/2011,2011-03-01,2011 Q1,343962,232.5,1.073978495,369407.79,,Use,NEW,Langside and Linn
R,490A,,10-Jan,"ARGYLE ST,THE ARGYLE BUIL",G2 8AJ,3,2011,2010/2011,2011-03-01,2011 Q1,124000,232.5,1.073978495,133173.33,CUMBERNAULD,Use,NEW,Central and West
R,490A,,11-Jun,"ARGYLE ST,THE ARGYLE BUIL",G2 8AJ,3,2011,2010/2011,2011-03-01,2011 Q1,140000,232.5,1.073978495,150356.99,STEWARTON,Use,NEW,Central and West
R,490A,,17-Mar,"ARGYLE ST,THE ARGYLE BUIL",G2 8AL,3,2011,2010/2011,2011-03-01,2011 Q1,160000,232.5,1.073978495,171836.56,LONDON,Use,NEW,Central and West
R,490B,,03-Apr,"ARGYLE ST,THE ARGYLE BUIL",G2 8AN,3,2011,2010/2011,2011-03-01,2011 Q1,120000,232.5,1.073978495,128877.42,ELLON,Use,NEW,Central and West
R,490A,,06-Mar,"ARGYLE ST,THE ARGYLE BUIL",G2 8AN,3,2011,2010/2011,2011-03-01,2011 Q1,115000,232.5,1.073978495,123507.53,PERTH,Use,NEW,Central and West
R,683,,,ARGYLE ST,G3 8UG,3,2011,2010/2011,2011-03-01,2011 Q1,205000,232.5,1.073978495,220165.59,GLASGOW,Use,NEW,Central and West
R,8,,,"BELVIDERE TER,BELVIDERE V",G31 4PD,3,2011,2010/2011,2011-03-01,2011 Q1,139995,232.5,1.073978495,150351.62,GLASGOW,Use,NEW,East Centre and Calton
R,32,,,"BLACKHILL DR,THE GRANGE",G23 5NH,3,2011,2010/2011,2011-03-01,2011 Q1,282000,232.5,1.073978495,302861.94,GLENBOIG,Use,NEW,Maryhill Kelvin and Canal
R,64,,01-Feb,CECIL ST,G12 8RJ,3,2011,2010/2011,2011-03-01,2011 Q1,249000,232.5,1.073978495,267420.65,GLASGOW,Use,NEW,Central and West
R,64,,02-Mar,CECIL ST,G12 8PJ,3,2011,2010/2011,2011-03-01,2011 Q1,249000,232.5,1.073978495,267420.65,FALKIRK,Use,NEW,Central and West
R,12,,03-Mar,"CHESTERFIELD GDNS,GAINSBOR",G12 0BF,3,2011,2010/2011,2011-03-01,2011 Q1,315995,232.5,1.073978495,339371.83,BISHOPBRIGGS,Use,NEW,Maryhill Kelvin and Canal
R,12,,01-Feb,"CHESTERFIELD GDNS,GAINSBOR",G12 0BF,3,2011,2010/2011,2011-03-01,2011 Q1,249995,232.5,1.073978495,268489.25,GERMANY,Use,NEW,Maryhill Kelvin and Canal
R,12,,03-Feb,"CHESTERFIELD GDNS,GAINSBOR",G12 0BF,3,2011,2010/2011,2011-03-01,2011 Q1,353495,232.5,1.073978495,379646.03,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,86,,,"CORTMALAW CRES,WALLACEFIE",G33 1TB,3,2011,2010/2011,2011-03-01,2011 Q1,299950,232.5,1.073978495,322139.85,GLASGOW,Use,NEW,Springburn
R,661,,04-Feb,"CUMBERNAULD RD,ALEXANDRA VI",G33 2ET,3,2011,2010/2011,2011-03-01,2011 Q1,122000,232.5,1.073978495,131025.38,BAILLIESTON,Use,NEW,East Centre and Calton
R,661,,02-Jan,"CUMBERNAULD RD,ALEXANDRA VI",G33 2ET,3,2011,2010/2011,2011-03-01,2011 Q1,118000,232.5,1.073978495,126729.46,STEPPS,Use,NEW,East Centre and Calton
R,21,,,"DERMONTSIDE CLOSE,THE ROWANS",G53 7ZT,3,2011,2010/2011,2011-03-01,2011 Q1,180000,232.5,1.073978495,193316.13,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,41,,,"DERMONTSIDE CLOSE,THE ROWANS",G53 7ZT,3,2011,2010/2011,2011-03-01,2011 Q1,168000,232.5,1.073978495,180428.39,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,8,,F1,DEVONSHIRE TER,G12 0XF,3,2011,2010/2011,2011-03-01,2011 Q1,215000,232.5,1.073978495,230905.38,LAW,Use,NEW,Central and West
R,1,,F1,DUNDONALD RD,G12 9LJ,3,2011,2010/2011,2011-03-01,2011 Q1,655000,232.5,1.073978495,703455.91,PAISLEY,Use,NEW,Central and West
R,1,,F2,DUNDONALD RD,G2 9LJ,3,2011,2010/2011,2011-03-01,2011 Q1,488000,232.5,1.073978495,524101.51,GLASGOW,Use,NEW,Central and West
R,97,,,"ELDER ST,PARK CT",G51 3NJ,3,2011,2010/2011,2011-03-01,2011 Q1,95000,232.5,1.073978495,102027.96,GLASGOW,Use,NEW,Govan and Craigton
R,103,,,"ELDER ST,PARK CT",G51 3NJ,3,2011,2010/2011,2011-03-01,2011 Q1,95000,232.5,1.073978495,102027.96,GLASGOW,Use,NEW,Govan and Craigton
R,115,,,"ELDER ST,PARK CT",G51 3NJ,3,2011,2010/2011,2011-03-01,2011 Q1,115000,232.5,1.073978495,123507.53,GLASGOW,Use,NEW,Govan and Craigton
R,46,,02-Jan,ELDERPARK ST,G51 3SU,3,2011,2010/2011,2011-03-01,2011 Q1,83000,232.5,1.073978495,89140.22,GLASGOW,Use,NEW,Govan and Craigton
R,47,,,"ELLERSLIE RD,CLYDE RIVERFRO",G14 0NF,3,2011,2010/2011,2011-03-01,2011 Q1,156995,232.5,1.073978495,168609.25,HELENSBURGH,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,31,,,"FAULDHOUSE WAY,RICHMOND GATE",G5 0JB,3,2011,2010/2011,2011-03-01,2011 Q1,174995,232.5,1.073978495,187940.87,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,10,,03-Feb,"HAUGHVIEW TER,RICHMOND GA",G5 0HB,3,2011,2010/2011,2011-03-01,2011 Q1,140950,232.5,1.073978495,151377.27,KIRKCALDY,Use,NEW,Pollokshields and Southside Central
R,143,,06-Mar,"HAYBURN LANE,QUEENSBOROUGH",G12 9FA,3,2011,2010/2011,2011-03-01,2011 Q1,324000,232.5,1.073978495,347969.03,GLASGOW,Use,NEW,Central and West
