CLASS,STNO,STnu,FLATPOSN,STNAME,POSTCODE,MONTH OF SALE,YEAR OF SALE (CALENDAR),YEAR OF SALE (BUSINESS),MONTH AND YEAR,QUARTER_(CALENDAR),ACTUAL PRICE AT POINT OF SALE,RPI,DEFLATOR,PRICE CONSTANT AT July 2013,ORIGINOFBUY,OMIT OR USE,NEWBUILD OR RESALE,LHF
R,31,,3/L,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,145000,173.3,1.44085401,208923.83,GLASGOW,Use,NEW,Central and West
R,21,,,"WHITWORTH GDNS,HILLGROVE GDNS",G20 9JJ,1,2002,2001/2002,2002-01-01,2002 Q1,59995,173.3,1.44085401,86444.04,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,259,,4/R,"CLARENCE DR,CLARENCE GAIT",G11 7JU,1,2002,2001/2002,2002-01-01,2002 Q1,197995,173.3,1.44085401,285281.89,GLASGOW,Use,NEW,Central and West
R,91,,,"BONNYHOLM AVE,CARTSIDE GDNS",G53 5RL,1,2002,2001/2002,2002-01-01,2002 Q1,75000,173.3,1.44085401,108064.05,GLASGOW,Use,NEW,Govan and Craigton
R,7,,2/R,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,85995,173.3,1.44085401,123906.24,EAST KILBRIDE,Use,NEW,Pollokshields and Southside Central
R,10,,,"SILVER BIRCH DR,ELDER GROVE",G51 4EF,1,2002,2001/2002,2002-01-01,2002 Q1,98000,173.3,1.44085401,141203.69,BEARSDEN,Use,NEW,Govan and Craigton
R,72,,,"FERRY RD,WAVERLEY GATE",G3 8QW,1,2002,2001/2002,2002-01-01,2002 Q1,105250,173.3,1.44085401,151649.88,GLASGOW,Use,NEW,Central and West
R,73,,S5,"PURDON ST,WESTHOUSE APARTMENTS",G11 6AF,1,2002,2001/2002,2002-01-01,2002 Q1,180000,173.3,1.44085401,259353.72,GLASGOW,Use,NEW,Central and West
R,266,,4/L,CLYDE ST,G1 4JH,1,2002,2001/2002,2002-01-01,2002 Q1,199000,173.3,1.44085401,286729.95,SALEN,Use,NEW,Central and West
R,11,,,"LITTLEMILL DR,CASTLE GAIT",G53 7GF,1,2002,2001/2002,2002-01-01,2002 Q1,109545,173.3,1.44085401,157838.35,LONDON,Use,NEW,Greater Pollok and Newlands Auldburn
R,201,,,"BROCKBURN RD,CASTLE VIEW",G53 5TL,1,2002,2001/2002,2002-01-01,2002 Q1,65000,173.3,1.44085401,93655.51,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,89,,,"BONNYHOLM AVE,CARTSIDE GDNS",G53 5RL,1,2002,2001/2002,2002-01-01,2002 Q1,59000,173.3,1.44085401,85010.39,GLASGOW,Use,NEW,Govan and Craigton
R,10,,2/R,"THORNBANK ST,HILLVIEW",G3 8SU,1,2002,2001/2002,2002-01-01,2002 Q1,135000,173.3,1.44085401,194515.29,GLASGOW,Use,NEW,Central and West
R,12,,F8,"PARTICK BRIDGE ST,WESTERN GATE",G11 6PL,1,2002,2001/2002,2002-01-01,2002 Q1,139000,173.3,1.44085401,200278.71,PAISLEY,Use,NEW,Central and West
R,26,,F4,"WALKER ST,WESTHOUSE APARTMENTS",G11 6RE,1,2002,2001/2002,2002-01-01,2002 Q1,132500,173.3,1.44085401,190913.16,GLASGOW,Use,NEW,Central and West
R,73,,G/2,"PURDON ST,WESTHOUSE APARTMENTS",G11 6AF,1,2002,2001/2002,2002-01-01,2002 Q1,110000,173.3,1.44085401,158493.94,GLASGOW,Use,NEW,Central and West
R,33,,03-Feb,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,100000,173.3,1.44085401,144085.4,GLASGOW,Use,NEW,Central and West
R,8,,,"LITTLEMILL DR,CASTLE GAIT",G53 7GF,1,2002,2001/2002,2002-01-01,2002 Q1,87995,173.3,1.44085401,126787.95,PAISLEY,Use,NEW,Greater Pollok and Newlands Auldburn
R,29,,G/L,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,98000,173.3,1.44085401,141203.69,CUMBERNAULD,Use,NEW,Central and West
R,5,,,"LEVERN BRIDGE PL,THE HURLET",G53 7AF,1,2002,2001/2002,2002-01-01,2002 Q1,106950,173.3,1.44085401,154099.34,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,16,,,"WATERSIDE PL,WATERSIDE",G5 0QD,1,2002,2001/2002,2002-01-01,2002 Q1,98500,173.3,1.44085401,141924.12,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,33,,,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,106000,173.3,1.44085401,152730.53,BEARSDEN,Use,NEW,Central and West
R,15,,,"LITTLEMILL DR,CASTLE GAIT",G53 7GF,1,2002,2001/2002,2002-01-01,2002 Q1,139995,173.3,1.44085401,201712.36,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,249-51,,F4,RENFREW ST,G3 6RF,1,2002,2001/2002,2002-01-01,2002 Q1,85000,173.3,1.44085401,122472.59,HAMILTON,Use,NEW,Central and West
R,63,,,"MELLERSTAIN DR,GREENLAW BANK",G14 0LJ,1,2002,2001/2002,2002-01-01,2002 Q1,61950,173.3,1.44085401,89260.91,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,3,,,"WHITWORTH GDNS,HILLGROVE GDNS",G20 9JJ,1,2002,2001/2002,2002-01-01,2002 Q1,67995,173.3,1.44085401,97970.87,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,3,,2/L,"PRIORWOOD CT,ACADEMY PARK",G13 1GE,1,2002,2001/2002,2002-01-01,2002 Q1,122995,173.3,1.44085401,177217.84,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,60,,,"KELVINHAUGH ST,KELVIN PARK",G3 8PF,1,2002,2001/2002,2002-01-01,2002 Q1,122000,173.3,1.44085401,175784.19,LENZIE,Use,NEW,Central and West
R,217,,,"BROCKBURN RD,CASTLE VIEW",G53 5TL,1,2002,2001/2002,2002-01-01,2002 Q1,65000,173.3,1.44085401,93655.51,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,266,,1/L,CLYDE ST,G1 4JH,1,2002,2001/2002,2002-01-01,2002 Q1,185000,173.3,1.44085401,266557.99,GLASGOW,Use,NEW,Central and West
R,121,,1/M,WEST GEORGE ST,G2 1QR,1,2002,2001/2002,2002-01-01,2002 Q1,130000,173.3,1.44085401,187311.02,CLYDEBANK,Use,NEW,Central and West
R,5,,3/R,CASTLEBRAE GDNS,G44 4EB,1,2002,2001/2002,2002-01-01,2002 Q1,97000,173.3,1.44085401,139762.84,GLASGOW,Use,NEW,Langside and Linn
R,27,,2/L,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,109750,173.3,1.44085401,158133.73,GLASGOW,Use,NEW,Central and West
R,73,,F2,"PURDON ST,WESTHOUSE APARTMENTS",G11 6AF,1,2002,2001/2002,2002-01-01,2002 Q1,125000,173.3,1.44085401,180106.75,GLASGOW,Use,NEW,Central and West
R,1,,,"PRIORWOOD CT,ACADEMY PARK",G13 1GE,1,2002,2001/2002,2002-01-01,2002 Q1,109995,173.3,1.44085401,158486.74,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,266,,,CLYDE ST,G1 4JH,1,2002,2001/2002,2002-01-01,2002 Q1,100000,173.3,1.44085401,144085.4,AYR,Use,NEW,Central and West
R,31,,1/L,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,145000,173.3,1.44085401,208923.83,GLASGOW,Use,NEW,Central and West
R,61,,G/L,CURLE ST,G14 0SA,1,2002,2001/2002,2002-01-01,2002 Q1,85000,173.3,1.44085401,122472.59,GLASGOW,Use,NEW,Central and West
R,61,,G/R,CURLE ST,G14 0SA,1,2002,2001/2002,2002-01-01,2002 Q1,85000,173.3,1.44085401,122472.59,HARDGATE,Use,NEW,Central and West
R,7,,2/L,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,85995,173.3,1.44085401,123906.24,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,12,,F3,"PARTICK BRIDGE ST,WESTERN GATE",G11 6PL,1,2002,2001/2002,2002-01-01,2002 Q1,120000,173.3,1.44085401,172902.48,LARNE,Use,NEW,Central and West
R,172,,G/6,"YORKHILL ST,PEARSON HALL",G3 8PH,1,2002,2001/2002,2002-01-01,2002 Q1,79000,173.3,1.44085401,113827.47,LOCHWINNOCH,Use,NEW,Central and West
R,134,,11-Apr,"RENFREW ST,FLEMING HOUSE",G3 6ST,1,2002,2001/2002,2002-01-01,2002 Q1,162000,173.3,1.44085401,233418.35,BONNYBRIDGE,Use,NEW,Central and West
R,73,,S3,"PURDON ST,WESTHOUSE APARTMENTS",G11 6AF,1,2002,2001/2002,2002-01-01,2002 Q1,165000,173.3,1.44085401,237740.91,GLASGOW,Use,NEW,Central and West
R,41,,1/L,"PARKLANDS VIEW,THE KELBURNE SUITE",G53 7SN,1,2002,2001/2002,2002-01-01,2002 Q1,77000,173.3,1.44085401,110945.76,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,22,,,"WHITWORTH GDNS,HILLVIEW GROVE",G20 9JJ,1,2002,2001/2002,2002-01-01,2002 Q1,59995,173.3,1.44085401,86444.04,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,15,,2/L,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,85995,173.3,1.44085401,123906.24,AYR,Use,NEW,Pollokshields and Southside Central
R,1,,G/2,"WHITTINGEHAME PARK,WHITTINGEHAME GATE",G12 0NJ,1,2002,2001/2002,2002-01-01,2002 Q1,97250,173.3,1.44085401,140123.05,GLASGOW,Use,NEW,Central and West
R,28,,,"BLANEFIELD GDNS,THE WATERWAYS",G13 1BP,1,2002,2001/2002,2002-01-01,2002 Q1,124000,173.3,1.44085401,178665.9,BEARSDEN,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,64,,,"KELVINHAUGH ST,KELVIN PARK",G3 8PW,1,2002,2001/2002,2002-01-01,2002 Q1,120000,173.3,1.44085401,172902.48,ISLE OF IONA,Use,NEW,Central and West
R,11,,M/D,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,84995,173.3,1.44085401,122465.39,BALLIESTON,Use,NEW,Pollokshields and Southside Central
R,57,,,"MELLERSTAIN DR,GREENLAW BANK",G14 0LJ,1,2002,2001/2002,2002-01-01,2002 Q1,62950,173.3,1.44085401,90701.76,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,134,,12-Mar,"RENFREW ST,FLEMING HOUSE",G3 6ST,1,2002,2001/2002,2002-01-01,2002 Q1,157000,173.3,1.44085401,226214.08,SHIELDHILL,Use,NEW,Central and West
R,18,,03-May,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,98400,173.3,1.44085401,141780.03,CAMBUSLANG,Use,NEW,Langside and Linn
R,4,,,"BROOKFIELD DR,BROOKFIELDS",G33 1SA,1,2002,2001/2002,2002-01-01,2002 Q1,95550,173.3,1.44085401,137673.6,KIRKINTILLOCH,Use,NEW,Springburn
R,12,,,"LEVERN BRIDGE PL,THE HURLET",G53 7AF,1,2002,2001/2002,2002-01-01,2002 Q1,69950,173.3,1.44085401,100787.74,CUMBERNAULD,Use,NEW,Greater Pollok and Newlands Auldburn
R,29,,2/L,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,108500,173.3,1.44085401,156332.66,GLASGOW,Use,NEW,Central and West
R,12,,,"LEVERN BRIDGE RD,THE HURLET",G53 7AB,1,2002,2001/2002,2002-01-01,2002 Q1,99950,173.3,1.44085401,144013.36,LEAMINGTON SPA,Use,NEW,Greater Pollok and Newlands Auldburn
R,25,,,"SILVER BIRCH DR,ELDER GROVE",G51 4EF,1,2002,2001/2002,2002-01-01,2002 Q1,110000,173.3,1.44085401,158493.94,GLASGOW,Use,NEW,Govan and Craigton
R,266,,5/L,CLYDE ST,G1 4JH,1,2002,2001/2002,2002-01-01,2002 Q1,210000,173.3,1.44085401,302579.34,CAMPBELTOWN,Use,NEW,Central and West
R,8,,F4,ROYAL CRES,G3 7SL,1,2002,2001/2002,2002-01-01,2002 Q1,128000,173.3,1.44085401,184429.31,CUMBERNAULD,Use,NEW,Central and West
R,22,,01-Apr,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,91240,173.3,1.44085401,131463.52,ERDINGTON,Use,NEW,Langside and Linn
R,3,,6/N,RANDOLPH GATE,G11 7DH,1,2002,2001/2002,2002-01-01,2002 Q1,137500,173.3,1.44085401,198117.43,EDINBURGH,Use,NEW,Central and West
R,134,,10-Feb,"RENFREW ST,FLEMING HOUSE",G3 6ST,1,2002,2001/2002,2002-01-01,2002 Q1,159000,173.3,1.44085401,229095.79,GLASGOW,Use,NEW,Central and West
R,40,,,"BARGANY PL,THE BEECHES",G53 7ER,1,2002,2001/2002,2002-01-01,2002 Q1,86000,173.3,1.44085401,123913.44,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,1,,,RANDOLPH GATE,G11 7DH,1,2002,2001/2002,2002-01-01,2002 Q1,130000,173.3,1.44085401,187311.02,EAST KILBRIDE,Use,NEW,Central and West
R,22,,G/4,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,90720,173.3,1.44085401,130714.28,AYR,Use,NEW,Langside and Linn
R,47,,,"BONNYHOLM AVE,CARTSIDE GDNS",G53 5RL,1,2002,2001/2002,2002-01-01,2002 Q1,62995,173.3,1.44085401,90766.6,GLASGOW,Use,NEW,Govan and Craigton
R,21,,2/E,RANDOLPH GATE,G11 7DQ,1,2002,2001/2002,2002-01-01,2002 Q1,125000,173.3,1.44085401,180106.75,TANWORTH-IN-ARDEN,Use,NEW,Central and West
R,20,,03-Feb,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,82500,173.3,1.44085401,118870.46,DUMBARTON,Use,NEW,Langside and Linn
R,23,,,"BONNYHOLM AVE,CARTSIDE GDNS",G53 5RL,1,2002,2001/2002,2002-01-01,2002 Q1,53000,173.3,1.44085401,76365.26,GOUROCK,Use,NEW,Govan and Craigton
R,11,,1/R,CASTLEBRAE GDNS,G44 4EB,1,2002,2001/2002,2002-01-01,2002 Q1,93000,173.3,1.44085401,133999.42,LONGDON,Use,NEW,Langside and Linn
R,16,,,"WATERHAUGHS GDNS,BROOKFIELDS",G33 1RR,1,2002,2001/2002,2002-01-01,2002 Q1,88000,173.3,1.44085401,126795.15,AIRDRIE,Use,NEW,Springburn
R,16,,,"WHITWORTH GDNS,HILLGROVE GDNS",G20 9JJ,1,2002,2001/2002,2002-01-01,2002 Q1,54500,173.3,1.44085401,78526.54,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,9,,,"ELDER GROVE AVE,ELDER GROVE",G51 4EG,1,2002,2001/2002,2002-01-01,2002 Q1,82995,173.3,1.44085401,119583.68,BEARSDEN,Use,NEW,Govan and Craigton
R,134,,11-Mar,"RENFREW ST,FLEMING HOUSE",G3 6ST,1,2002,2001/2002,2002-01-01,2002 Q1,158000,173.3,1.44085401,227654.93,MILNGAVIE,Use,NEW,Central and West
R,22,,1/L,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,99600,173.3,1.44085401,143509.06,RUTHERGLEN,Use,NEW,Langside and Linn
R,,,,KELVIN PARK,G3,1,2002,2001/2002,2002-01-01,2002 Q1,130500,173.3,1.44085401,188031.45,HOUSTON,Use,NEW,Central and West
R,30,,2/M,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,56000,173.3,1.44085401,80687.82,DOONFOOT,Use,NEW,Pollokshields and Southside Central
R,18,,,INCHLEE ST,G14 9QG,1,2002,2001/2002,2002-01-01,2002 Q1,83000,173.3,1.44085401,119590.88,GLASGOW,Use,NEW,Central and West
R,16,,,"WATERHAUGHS GROVE,BROOKFIELDS",G33 1RS,1,2002,2001/2002,2002-01-01,2002 Q1,87500,173.3,1.44085401,126074.73,GLASGOW,Use,NEW,Springburn
R,22,,02-Apr,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,91740,173.3,1.44085401,132183.95,QUERY ROS,Use,NEW,Langside and Linn
R,95/428,,,MORRISON ST,G5 8BE,1,2002,2001/2002,2002-01-01,2002 Q1,90000,173.3,1.44085401,129676.86,,Use,NEW,Govan and Craigton
R,259,,05-Feb,"CLARENCE DR,CLARENCE GAIT",G11 7JU,1,2002,2001/2002,2002-01-01,2002 Q1,196995,173.3,1.44085401,283841.04,GLASGOW,Use,NEW,Central and West
R,10,,,"MELLERSTAIN GR,GREENLAW BANK",G14 0LQ,1,2002,2001/2002,2002-01-01,2002 Q1,73755,173.3,1.44085401,106270.19,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,15,,02-Feb,"HANDEL PL,CROWN GDNS",G5 0TY,1,2002,2001/2002,2002-01-01,2002 Q1,85995,173.3,1.44085401,123906.24,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,7,,,"ELDER GROVE AVE,ELDER GROVE",G51 4EG,1,2002,2001/2002,2002-01-01,2002 Q1,115000,173.3,1.44085401,165698.21,,Use,NEW,Govan and Craigton
R,11,,,"WATERHAUGHS GDNS,BROOKFIELDS",G33 1RR,1,2002,2001/2002,2002-01-01,2002 Q1,92500,173.3,1.44085401,133279,BEARSDEN,Use,NEW,Springburn
R,29,,G/2,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,96000,173.3,1.44085401,138321.99,NORTH COTES,Use,NEW,Central and West
R,14,,01-Feb,"NORVAL ST,THE PRINTWORKS",G11 7RX,1,2002,2001/2002,2002-01-01,2002 Q1,120000,173.3,1.44085401,172902.48,GLASGOW,Use,NEW,Central and West
R,31,,2/L,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,140000,173.3,1.44085401,201719.56,GIFFNOCK,Use,NEW,Central and West
R,111,,,"FORESTHALL DR,FORESTHALL PARK",G21 4EL,1,2002,2001/2002,2002-01-01,2002 Q1,88495,173.3,1.44085401,127508.38,GLASGOW,Use,NEW,Springburn
R,33,,,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,94000,173.3,1.44085401,135440.28,GLASGOW,Use,NEW,Central and West
R,29,,03-Feb,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,140000,173.3,1.44085401,201719.56,GLASGOW,Use,NEW,Central and West
R,18,,01-Mar,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,95350,173.3,1.44085401,137385.43,THORNTONHALL,Use,NEW,Langside and Linn
R,46,,,"HARBURY PL,GREENLAW BANK",G14 0LH,1,2002,2001/2002,2002-01-01,2002 Q1,65500,173.3,1.44085401,94375.94,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,227,,,"BROCKBURN RD,CASTLE VIEW",G53 5TL,1,2002,2001/2002,2002-01-01,2002 Q1,54950,173.3,1.44085401,79174.93,RENFREW,Use,NEW,Greater Pollok and Newlands Auldburn
R,37,,2/L,CASTLEBRAE GDNS,G44 4EB,1,2002,2001/2002,2002-01-01,2002 Q1,92000,173.3,1.44085401,132558.57,CAMBUSLANG,Use,NEW,Langside and Linn
R,27,,1/S,"NAPIERSHALL ST,NAPIERS GATE",G20 6EZ,1,2002,2001/2002,2002-01-01,2002 Q1,113750,173.3,1.44085401,163897.14,WEMYSS BAY,Use,NEW,Central and West
R,22,,02-Feb,"OLD CASTLE GDNS,VICTORIA MANSIONS",G44 4SR,1,2002,2001/2002,2002-01-01,2002 Q1,95100,173.3,1.44085401,137025.22,GLASGOW,Use,NEW,Langside and Linn
R,4,,,"BRANKLYN PL,ACADEMY PARK",G13 1GH,1,2002,2001/2002,2002-01-01,2002 Q1,275000,173.3,1.44085401,396234.85,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,8,,,"STRATHBLANE GDNS,THE WATERWAYS",G13 1BF,1,2002,2001/2002,2002-01-01,2002 Q1,76000,173.3,1.44085401,109504.9,GLASGOW,Use,NEW,Drumchapel Anniesland and Garscadden Scotstounhill
R,2,,2/R,BERKELEY ST,G3 7DW,1,2002,2001/2002,2002-01-01,2002 Q1,148000,173.3,1.44085401,213246.39,GLASGOW,Use,NEW,Central and West
R,11,,,"LITTLEMILL CRES,CASTLE GAIT",G53 7GG,1,2002,2001/2002,2002-01-01,2002 Q1,96995,173.3,1.44085401,139755.63,GLASGOW,Use,NEW,Greater Pollok and Newlands Auldburn
R,7,,,"BLAIRBUIE DR,HAVANA LOCK",G20 0TY,1,2002,2001/2002,2002-01-01,2002 Q1,133950,173.3,1.44085401,193002.39,GLASGOW,Use,NEW,Maryhill Kelvin and Canal
R,15,,,"WATERHAUGHS GDNS,BROOKFIELDS",G33 1RR,1,2002,2001/2002,2002-01-01,2002 Q1,93000,173.3,1.44085401,133999.42,BISHOPBRIGGS,Use,NEW,Springburn
R,73,,S2,"PURDON ST,WESTHOUSE APARTMENTS",G11 6AF,1,2002,2001/2002,2002-01-01,2002 Q1,170000,173.3,1.44085401,244945.18,GLASGOW,Use,NEW,Central and West
R,21,,2/R,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,85995,173.3,1.44085401,123906.24,GLASGOW,Use,NEW,Pollokshields and Southside Central
R,17,,M/D,"HANDEL PL,CROWN GDNS",G5 0TP,1,2002,2001/2002,2002-01-01,2002 Q1,84995,173.3,1.44085401,122465.39,GLASGOW,Use,NEW,Pollokshields and Southside Central
