price,predicted_price,overall,employment,income,health,education,geographic_access,housing,crime
11.45669294000991,11.079833984375,0.01921598770176787,0.06133743274404305,0.014757878554957724,0.015680245964642583,0.007962069317013768,0.5702975264766331,0.0486071380144836,0.13943120676402768
11.852304330393057,11.778076171875,0.0027671022290545735,0.008147578785549578,0.0019984627209838584,0.00876249039200615,0.00306984124428851,0.42228418296763587,0.04992417925264094,0.1226748654880861
12.349292212122998,12.056884765625,0.28147578785549576,0.3211375864719447,0.3188316679477325,0.2700999231360492,0.13685024500855758,0.6214604456005323,0.07219552638876575,0.2719446579554189
12.553182141088975,12.310791015625,0.5309761721752498,0.7202152190622598,0.5458877786318217,0.6296694850115296,0.29121157814911824,0.6386528461409051,0.06054323314478868,0.029362029208301308
11.992703605158272,11.997802734375,0.6181398923904688,0.6305918524212144,0.4931591083781706,0.630130668716372,0.40572128846053257,0.4897911850654378,0.2627780616536633,0.582782475019216
12.283932079287071,12.188720703125,0.3040737893927748,0.2828593389700231,0.235511145272867,0.32513451191391235,0.31168079406771243,0.6902991626244067,0.07875292693492482,0.37002305918524214
11.739726718727457,11.7021484375,0.5209838585703305,0.45165257494235206,0.5026902382782475,0.4250576479631053,0.4341055989328307,0.4981398100771775,0.09103861419024563,0.8744043043812452
12.405125737923097,12.156005859375,0.822598001537279,0.7346656418139892,0.7969254419677171,0.7272867025365104,0.6601728672376919,0.33471380117525257,0.47393516808750524,0.5869331283627979
11.76698611891916,11.611083984375,0.3297463489623367,0.3893927747886241,0.2853189853958493,0.37109915449654113,0.2637232413081501,0.422384953865086,0.053864927255465773,0.33789392774788624
11.467564016032917,11.296142578125,0.35541890853189856,0.37878554957724825,0.3315910837817064,0.2676402767102229,0.31426637248526385,0.6226158472310881,0.0886497983279363,0.31790930053804767
12.1499156477528,11.96142578125,0.05626441199077633,0.04657955418908532,0.08777863182167564,0.02336664104534973,0.21285250139291478,0.5719474769182435,0.07176637253052337,0.00030745580322828596
